B. ID,L0,L1,L2,L3,L4,L5,L6,L7,L8
2161,0,1,1,1,0,1,1,1,0
216,1,0,0,1,0,1,0,0,1
2162,0,1,1,1,0,1,1,0,1
2164,0,1,1,1,0,1,1,1,0
2166,0,1,1,0,0,1,1,0,0
2170,0,1,1,0,1,1,1,0,0
2171,1,0,0,1,0,1,0,0,1
2173,0,1,0,0,0,0,1,0,1
2176,1,0,0,1,0,1,0,0,1
21,0,1,1,1,0,1,1,0,1
2181,1,0,1,1,0,1,1,0,1
2184,1,0,0,0,0,0,1,0,1
2185,0,1,1,0,1,1,1,1,0
2186,0,1,1,0,1,0,1,1,0
2188,1,1,1,1,0,1,1,0,1
2191,0,0,0,1,0,0,1,0,1
2192,0,0,0,0,0,0,1,0,1
2193,0,0,0,0,0,0,1,0,1
2197,0,1,1,1,0,1,1,0,1
2200,0,1,1,0,1,1,1,1,0
220,0,0,1,0,0,0,1,0,1
2210,1,0,0,1,0,0,0,0,1
221,0,1,1,0,1,1,1,1,0
2213,1,0,0,1,0,0,0,0,1
2215,0,0,0,0,0,0,1,0,1
2218,0,1,1,0,0,1,1,0,1
2222,0,0,0,0,0,0,1,0,1
2223,0,1,1,1,1,1,1,1,0
222,0,1,1,0,0,0,1,0,1
2225,1,0,0,1,0,0,0,0,1
2227,1,0,0,0,0,0,1,0,1
2228,0,0,1,0,0,1,1,0,1
2230,0,1,0,0,0,1,1,1,0
2234,0,0,0,1,0,0,0,0,1
2235,0,0,0,0,0,1,0,0,1
2236,0,0,0,1,0,1,1,0,1
2237,1,1,0,1,0,1,0,0,1
2240,0,1,1,0,1,1,1,1,1
2241,0,1,1,1,0,1,1,1,0
2243,0,1,1,0,0,1,1,0,0
2246,0,0,0,1,0,0,0,0,1
2247,0,1,1,1,0,1,1,0,0
2249,0,1,1,0,1,1,1,1,0
2250,0,1,1,0,1,1,1,1,0
225,0,1,0,0,0,1,1,1,1
2252,0,0,0,1,0,1,0,0,1
2253,0,1,1,0,0,1,1,1,0
2254,1,0,0,1,0,1,0,0,1
2255,1,0,0,1,0,0,0,0,1
2256,1,0,1,0,0,0,1,0,1
2259,1,0,1,0,1,1,1,1,1
2260,0,1,1,1,1,1,1,1,0
226,0,0,1,0,1,1,1,1,0
2263,0,1,1,1,0,0,0,0,1
2265,1,0,0,1,0,1,1,0,0
2266,0,1,1,0,0,1,1,0,1
2267,0,1,1,1,1,1,1,1,1
227,0,0,0,1,0,0,0,0,0
2280,1,0,1,0,1,1,1,1,1
228,0,0,0,1,0,0,0,0,1
2285,0,0,0,0,0,1,0,0,1
2287,0,0,0,0,0,0,0,0,1
2288,0,0,1,1,1,1,1,0,0
2290,1,0,1,1,0,1,1,0,1
2291,1,0,0,1,0,0,0,0,1
2292,0,1,0,0,0,1,0,0,0
2294,0,0,1,1,0,1,1,0,1
229,0,1,1,1,0,1,1,1,0
2296,0,1,1,0,0,1,1,1,0
2298,0,1,1,1,1,1,1,1,0
2299,1,0,0,1,0,0,0,0,1
2300,0,0,0,0,0,0,0,0,1
2301,0,1,1,0,0,1,1,1,1
2302,0,1,1,1,1,1,1,1,0
230,1,0,0,1,0,1,0,0,1
2303,1,0,0,1,0,0,0,0,1
2305,0,0,0,0,0,0,1,0,1
2306,1,0,0,0,0,0,1,0,1
2308,0,1,1,0,1,1,1,0,0
231,1,0,0,1,0,0,0,0,1
2312,0,0,0,1,0,1,1,1,0
2315,0,1,1,1,1,1,1,1,0
2317,0,1,1,0,1,1,1,1,1
2319,0,1,1,0,1,1,1,1,0
2320,0,1,1,0,0,1,1,1,1
2321,0,1,1,1,1,1,1,0,0
2323,1,0,1,0,0,1,0,0,1
2324,1,0,0,0,0,0,0,0,1
2325,0,1,1,1,0,1,1,0,0
2329,0,0,0,1,0,1,1,0,1
233,0,0,0,0,0,0,1,0,1
2332,0,1,1,0,1,1,1,1,0
2334,0,0,0,0,0,0,1,0,1
2335,0,1,1,1,1,1,1,1,0
2336,0,0,1,1,0,0,1,0,1
2337,0,1,1,0,1,1,1,1,0
2339,0,1,1,0,1,1,1,0,0
234,0,1,1,1,1,1,1,1,1
2342,0,1,1,0,0,1,1,1,1
2344,1,0,0,0,0,1,1,0,0
2346,0,1,1,0,0,0,1,0,1
2347,1,1,0,0,0,0,0,0,1
23,1,1,1,0,0,0,1,0,1
2352,0,1,1,0,1,1,1,1,0
2355,0,1,1,0,1,1,1,1,1
2356,1,0,0,0,0,0,0,0,1
2357,1,0,0,1,0,0,0,0,1
2358,0,0,0,1,0,0,0,0,1
2360,0,1,1,0,1,1,1,1,0
2362,1,1,0,0,0,0,0,0,1
2364,0,0,0,0,0,0,0,0,1
2367,0,1,1,0,1,1,1,1,0
2368,0,1,1,1,0,1,1,0,1
2369,1,0,0,1,0,1,0,0,1
2372,1,0,0,1,0,0,0,0,1
2379,0,1,1,1,1,1,1,0,0
2380,0,1,1,0,0,1,1,1,0
2381,0,0,0,0,0,0,1,0,1
238,1,0,0,1,0,1,0,0,1
2386,1,0,0,0,0,0,0,0,1
2390,1,1,0,1,0,0,0,0,1
2391,0,1,1,1,0,0,0,0,1
239,1,0,0,1,0,0,0,0,1
2398,0,1,1,0,1,1,1,1,0
2400,0,1,1,0,1,1,1,1,0
240,0,0,1,1,1,1,1,1,0
2401,0,1,1,1,1,1,1,0,0
2402,1,1,0,1,0,0,0,0,1
2404,0,0,0,0,0,0,1,0,1
2405,0,1,1,0,1,1,1,1,0
2408,1,1,1,0,0,1,0,0,1
2409,1,0,1,1,1,1,1,1,0
2411,0,0,1,1,0,1,1,0,0
2413,0,0,0,1,0,0,0,0,1
2414,1,1,1,1,1,1,1,1,0
241,0,1,1,1,1,1,1,1,1
2416,0,1,1,0,0,1,1,0,1
2417,0,1,1,1,1,1,1,1,0
242,1,0,1,0,0,1,1,0,1
2422,0,1,1,0,1,1,1,0,0
2423,0,1,1,1,0,1,1,0,0
2424,1,1,1,0,0,1,1,0,1
2425,0,0,0,1,0,0,0,0,1
2426,0,1,1,1,1,1,1,0,0
2427,1,0,0,0,0,0,0,0,1
2434,0,0,0,1,0,0,0,0,1
2437,0,0,0,1,0,0,0,0,1
2438,0,0,1,1,0,1,1,0,1
2439,0,1,1,1,1,1,1,0,0
244,0,1,0,1,0,1,1,0,0
2443,1,0,0,1,0,1,0,0,1
2444,0,0,1,0,0,1,1,0,1
2445,0,0,0,1,0,0,0,0,1
2450,1,1,0,0,1,1,1,0,1
2451,0,0,1,0,1,1,1,1,1
245,0,1,1,1,1,1,1,1,1
24,0,0,0,1,0,0,0,0,1
2454,0,0,1,1,0,1,1,1,0
2456,0,1,1,0,1,1,1,1,0
2457,0,1,1,1,0,1,1,1,1
2460,0,1,1,0,1,1,1,1,0
2461,0,0,0,1,0,1,1,1,1
2463,1,0,0,1,0,0,0,0,1
2464,0,1,1,1,1,1,1,1,0
2465,0,0,0,1,0,0,0,0,1
2468,0,0,0,0,0,0,0,0,1
2469,1,1,0,1,0,1,1,0,0
2470,1,0,0,0,0,0,0,0,1
247,1,0,0,1,0,1,0,0,0
2473,0,0,0,1,0,0,0,0,0
2474,1,0,0,1,0,0,0,0,1
2477,0,1,1,1,1,1,1,1,0
2480,0,1,1,1,1,1,1,1,0
2483,0,1,1,0,0,1,1,1,0
2484,1,0,0,1,0,0,0,0,1
2487,0,1,1,0,0,1,1,0,0
248,0,1,1,0,1,1,1,1,0
2489,0,1,1,0,0,1,1,0,1
2491,0,0,0,0,0,0,0,0,1
2492,0,1,0,0,0,1,1,0,0
2493,0,1,1,1,0,1,1,1,0
2494,0,1,1,0,1,1,1,1,0
2495,1,0,0,0,0,0,0,0,1
2496,0,0,0,1,1,0,1,0,0
2498,1,1,0,0,0,0,1,0,1
2500,0,1,1,0,1,1,1,0,1
2505,1,1,0,0,0,0,1,0,1
2506,0,0,1,1,0,1,1,1,1
251,1,0,0,0,0,0,0,0,1
2515,1,0,0,1,0,0,0,0,1
2517,1,0,0,1,0,1,0,0,1
2519,0,1,1,1,1,1,1,1,0
2525,1,0,0,1,0,1,1,0,1
2527,0,0,0,1,0,0,0,0,1
2529,0,1,0,1,0,1,1,0,0
2530,1,0,0,1,0,0,0,0,1
2533,0,1,1,0,0,1,1,1,1
2535,0,0,0,1,0,0,0,0,1
2536,0,0,0,1,0,0,1,0,1
2538,0,1,0,0,1,1,1,0,0
2540,1,0,0,1,0,0,0,0,1
2543,1,1,1,1,0,1,1,1,1
2544,0,1,0,0,0,0,0,0,1
2546,0,1,1,0,1,1,1,1,0
2548,0,1,1,0,0,1,1,1,0
2549,0,1,1,1,0,1,1,1,0
2551,1,1,0,1,0,1,0,0,1
2554,0,1,1,0,1,1,1,1,1
2557,1,0,0,0,0,0,0,0,1
2558,0,1,1,1,1,1,1,1,0
2560,1,0,1,1,0,1,1,0,1
2561,0,1,0,0,0,1,1,0,1
2562,0,0,1,0,0,1,1,0,0
2563,0,0,1,1,0,1,1,0,0
2566,0,0,0,1,0,1,1,0,1
2568,0,1,1,0,0,1,1,0,0
2570,0,1,1,1,1,1,1,1,0
2575,0,0,0,1,0,0,0,0,1
2576,1,0,0,1,0,0,0,0,1
2577,1,1,0,0,0,1,1,0,1
2581,0,1,1,0,1,1,1,1,0
2583,1,0,0,1,0,0,0,0,1
2586,0,0,1,1,1,1,1,1,1
2587,0,0,0,1,0,0,1,0,1
2588,0,1,0,0,0,0,1,0,0
2591,0,1,1,0,1,1,1,1,0
2592,1,0,0,1,0,0,0,0,1
2594,1,0,0,1,0,0,0,0,1
2598,0,1,1,1,0,1,1,0,0
2601,0,1,1,0,1,1,1,1,0
2602,0,1,1,1,1,1,1,1,0
2604,0,1,1,1,0,1,1,0,0
2605,1,1,1,1,1,1,1,1,0
2606,0,1,1,1,0,1,1,1,0
2607,0,1,1,0,1,1,1,1,0
2609,0,1,1,0,0,1,1,0,1
2610,0,0,0,0,0,1,1,0,1
2611,0,1,1,0,1,1,1,1,0
26,0,1,1,0,1,1,1,1,0
2612,1,0,0,1,0,0,0,0,1
2614,1,0,0,1,0,0,0,0,1
2618,0,1,1,1,1,1,1,1,0
2619,0,1,0,0,0,0,0,0,1
2620,0,0,1,1,0,0,1,0,1
2621,0,0,0,1,0,1,1,0,0
262,0,1,1,0,0,1,1,0,0
2624,1,0,0,1,0,0,0,0,1
2626,0,1,1,0,1,1,1,1,0
2627,0,1,1,1,1,0,1,1,0
2628,0,0,0,1,0,0,0,0,1
263,1,0,1,1,0,0,0,0,1
2635,0,0,1,1,0,1,1,0,0
2636,0,1,1,1,0,1,1,0,1
2637,0,1,1,1,0,1,1,0,0
2640,0,1,1,1,1,1,1,1,0
2643,0,1,0,0,0,1,1,0,0
2646,0,1,0,0,0,1,1,0,0
2647,0,0,0,1,0,1,1,0,1
2650,0,1,1,1,1,1,1,1,0
2651,0,1,1,0,1,1,1,1,0
2653,1,1,0,1,0,0,0,0,1
2659,1,0,0,0,0,0,0,0,1
2661,1,0,0,0,0,0,0,0,0
2662,0,1,1,0,1,1,1,1,1
2664,0,0,0,0,0,1,0,0,1
2665,0,1,0,1,0,1,0,0,1
266,0,0,1,0,0,0,1,0,1
2666,0,0,0,1,0,0,0,0,1
2671,0,1,1,0,0,1,1,0,0
2673,1,1,0,1,0,1,0,0,1
2674,0,0,0,1,0,0,0,0,1
2675,0,1,1,1,1,1,1,1,1
2677,1,0,0,1,0,0,0,0,1
2678,0,1,1,1,1,1,1,1,0
2680,1,0,0,1,0,1,0,0,1
2681,0,0,0,1,0,0,0,0,1
2683,0,1,1,0,1,1,1,1,0
2685,1,1,0,1,0,0,0,0,1
2686,0,0,0,0,0,1,1,0,1
2687,0,1,1,0,0,1,1,1,0
2688,0,1,1,1,0,1,1,1,0
2689,0,1,1,1,1,1,1,1,0
2690,0,1,1,1,1,1,1,1,0
2691,1,1,1,0,0,0,1,0,1
2693,0,0,1,1,1,1,1,1,0
2696,0,1,1,1,0,1,1,1,0
2697,0,1,0,1,1,1,1,1,1
2699,0,0,0,0,0,0,0,0,1
270,1,1,0,0,0,0,1,0,1
2707,0,0,0,0,0,0,1,0,1
2710,1,1,0,0,0,0,0,0,1
271,0,1,1,1,1,1,1,1,0
2714,0,0,0,0,0,0,0,0,1
2716,0,1,1,1,0,1,1,1,1
2717,1,0,0,0,0,0,0,0,1
2719,1,0,0,0,0,0,0,0,1
272,0,1,1,0,1,1,1,1,0
2722,0,0,0,1,0,0,0,0,1
2726,0,1,1,1,0,1,1,0,1
2727,0,1,1,0,1,1,1,1,0
2730,0,1,1,1,1,1,1,0,0
2731,0,1,0,0,0,0,0,0,1
2736,0,1,1,0,0,1,1,1,1
2738,0,0,1,0,0,1,1,0,0
2742,0,0,0,1,0,1,1,0,0
2745,1,0,1,1,0,1,1,0,1
2748,1,0,0,0,0,0,0,0,1
2750,1,0,0,1,0,0,0,0,1
2751,0,0,0,0,0,0,0,0,1
275,0,1,1,0,1,1,1,1,1
2753,0,1,1,0,1,1,1,1,0
2755,0,0,0,0,0,1,1,0,1
2756,0,1,1,1,1,1,1,1,0
2757,1,0,0,0,0,0,0,0,1
2759,1,0,0,1,0,0,0,0,1
2760,0,1,1,1,0,1,1,0,0
2761,1,0,0,1,0,0,1,0,0
2762,1,0,0,0,0,0,0,0,1
276,1,0,0,0,0,1,1,0,1
2769,0,1,1,1,1,1,1,1,0
2771,0,1,1,1,1,1,1,1,1
2773,0,1,1,1,1,1,1,0,0
2774,0,1,0,1,1,1,1,0,1
2776,0,1,1,0,1,1,1,0,0
2777,0,1,1,1,0,1,1,0,0
2779,0,1,1,1,1,1,1,1,0
2784,1,0,0,0,0,0,0,0,1
278,0,0,0,0,0,1,1,1,0
2786,1,0,0,0,0,0,0,0,1
2787,0,0,0,1,0,1,0,0,1
2795,0,1,1,1,1,1,1,1,0
2796,1,0,0,1,0,0,0,0,1
2797,0,1,1,0,0,1,1,1,1
2798,0,1,0,1,0,1,1,0,0
2801,0,1,1,0,1,1,1,1,0
2802,0,1,1,1,0,1,1,1,1
280,0,1,1,0,0,1,1,0,1
2803,0,0,0,0,0,0,0,0,1
2804,0,1,1,1,0,1,1,0,0
2805,0,1,1,1,0,1,1,1,0
2806,0,1,0,1,0,1,1,0,0
2808,1,0,1,0,0,1,1,0,1
2810,0,0,0,0,0,0,1,0,1
281,1,0,1,1,0,1,1,0,1
2812,0,1,1,0,1,1,1,1,0
2813,0,0,0,1,0,0,0,0,0
28,0,0,0,0,0,1,1,0,0
2814,0,1,1,0,1,1,1,1,0
2817,0,1,1,0,1,1,1,1,0
2820,1,0,0,0,0,0,0,0,1
2826,1,0,0,0,0,0,0,0,0
2828,0,0,1,1,0,1,1,1,0
2829,1,0,1,1,0,0,0,0,1
2830,0,0,0,1,0,0,0,0,1
2833,0,0,0,1,0,0,0,0,1
2837,1,1,1,0,0,1,1,0,1
2839,1,0,0,0,0,0,1,0,1
2841,1,0,0,1,0,0,0,0,1
284,1,0,0,0,0,0,0,0,1
2845,0,1,1,0,1,1,1,0,1
2846,0,0,0,0,0,0,0,0,1
2847,0,0,0,1,0,1,1,0,1
2850,0,0,0,0,0,0,0,0,1
2851,0,0,0,0,0,0,1,0,1
2852,0,1,1,0,0,1,1,0,1
2854,1,1,0,1,0,1,1,0,1
285,1,1,1,1,1,1,1,1,1
2858,1,1,0,0,0,1,1,0,1
2861,0,1,0,0,0,0,0,0,1
286,0,1,0,0,0,0,0,0,1
2864,1,1,1,0,0,0,1,0,1
2869,0,0,0,0,0,0,1,0,1
2872,1,0,0,0,0,0,0,0,1
2878,0,1,1,0,1,1,1,1,0
2880,0,1,1,1,1,1,1,0,0
2881,0,1,1,1,1,1,1,1,0
2882,1,0,0,1,0,0,0,0,1
2885,1,1,1,0,0,1,1,0,1
288,0,0,1,0,0,1,1,0,1
2886,1,0,0,1,0,0,0,0,1
2888,1,0,0,0,0,0,0,0,1
2889,0,0,0,1,0,0,0,0,1
2890,1,0,0,0,0,1,0,0,1
2891,0,1,0,1,0,1,1,0,0
289,1,0,1,1,1,1,1,0,1
2892,0,0,0,0,0,0,1,0,1
2894,1,1,1,1,0,1,1,0,1
2895,0,0,1,1,1,1,1,0,0
2896,0,0,0,1,0,0,1,0,1
2897,0,1,1,1,1,1,1,1,0
2901,1,0,0,1,0,1,0,0,1
2906,0,0,1,1,0,1,1,0,1
2907,1,1,1,1,0,1,1,0,1
2908,0,1,1,0,1,1,1,0,0
290,0,1,1,1,0,1,1,1,0
2909,1,0,0,0,0,0,1,0,1
2910,1,0,1,1,0,1,1,0,0
2911,1,1,0,0,0,0,0,0,1
291,1,0,0,0,0,0,0,0,1
2912,0,0,0,0,0,0,1,0,1
2915,1,0,0,0,0,0,0,0,1
29,0,1,1,1,0,1,1,1,0
2919,1,0,0,1,0,1,0,0,1
2920,0,1,1,0,0,1,1,0,0
2923,0,1,1,1,1,1,1,0,0
292,0,0,0,1,0,0,0,0,1
2924,0,1,1,0,0,1,1,0,1
2927,1,0,0,1,0,0,0,0,1
2929,1,0,0,1,0,1,1,0,0
293,0,1,1,1,1,1,1,1,0
2933,0,1,1,1,0,1,1,0,0
2934,0,1,1,0,0,1,1,1,0
2935,0,0,0,1,0,0,0,0,1
2936,0,1,1,0,1,1,1,1,0
2938,0,1,1,0,1,1,1,1,0
2939,0,0,0,1,0,0,0,0,1
2940,1,0,0,0,0,1,1,0,1
2941,1,0,0,0,0,0,0,0,0
2942,0,0,0,1,0,0,0,0,1
2943,0,1,1,1,0,1,1,0,1
2947,0,0,0,1,0,1,0,0,1
2948,0,0,0,0,0,0,1,0,1
2952,0,0,1,1,0,1,1,0,1
2953,0,1,1,0,1,1,1,0,0
2955,1,0,0,0,0,0,0,0,1
2957,0,1,1,1,1,1,1,1,0
2959,0,1,1,1,1,1,1,1,0
2961,0,0,0,1,0,0,1,0,1
2963,0,1,1,0,1,1,1,1,0
2964,0,0,0,0,0,1,1,0,1
2970,1,0,0,0,0,0,0,0,1
2971,0,1,1,0,0,1,1,1,0
2974,1,0,0,1,0,0,1,0,1
297,0,0,0,0,0,0,0,0,1
2979,1,1,0,0,0,1,1,0,0
298,0,0,1,1,0,0,0,0,1
2985,0,1,1,0,1,1,1,1,0
2986,0,0,0,1,0,0,0,0,1
2988,0,0,0,0,0,1,0,0,1
2994,1,0,0,1,0,0,0,0,1
299,1,1,1,0,0,1,1,1,1
2995,0,1,1,1,0,0,1,0,1
2996,0,0,0,0,0,0,0,0,1
2997,0,0,1,0,0,1,1,0,1
2998,0,1,1,1,1,1,1,1,1
2999,0,1,1,0,0,1,1,0,1
3003,1,0,0,0,0,0,0,0,1
3004,1,0,0,0,0,1,0,0,1
3007,0,1,1,1,0,1,1,0,1
3008,0,1,1,1,1,1,1,1,0
3010,0,0,1,0,0,1,1,0,1
3011,1,1,1,0,0,0,1,0,0
301,1,0,0,1,0,1,1,0,1
3013,1,1,1,1,0,1,1,0,1
3018,0,1,1,0,1,1,1,1,1
3019,0,0,0,1,0,0,1,0,0
3020,1,0,0,1,0,0,0,0,1
3021,1,1,0,1,0,0,0,0,1
3024,0,0,0,0,0,0,1,0,1
3032,0,0,1,1,0,1,1,0,1
3034,0,0,0,1,0,0,0,0,1
3037,0,1,1,1,1,1,1,1,0
3038,1,0,0,1,0,0,0,0,1
3039,0,1,1,0,1,1,1,0,0
3040,1,0,0,1,0,1,0,0,1
3044,1,0,1,0,0,0,1,0,1
304,0,1,1,1,1,1,1,0,0
3046,1,0,1,0,0,0,0,0,1
3048,0,1,1,1,0,1,1,0,0
3049,0,1,1,1,1,1,1,1,0
305,0,1,0,1,0,1,0,0,1
3052,0,1,1,1,1,1,1,1,0
3055,1,0,1,0,1,1,1,1,0
3061,0,1,1,0,0,1,1,1,1
306,1,0,0,1,0,1,0,0,1
3062,0,1,1,1,1,1,1,1,1
3063,0,1,1,1,1,1,1,1,0
3065,0,1,1,0,1,1,1,1,0
3067,0,1,0,0,0,1,1,0,1
3068,0,1,1,1,1,1,1,1,0
3071,1,0,0,0,0,0,0,0,1
3072,0,0,0,0,0,0,0,0,1
3074,0,0,0,0,0,1,1,0,1
3076,1,0,0,1,0,0,0,0,1
3077,1,0,1,0,0,0,1,0,1
3079,1,1,0,0,0,0,0,0,1
3080,1,0,0,0,0,0,0,0,0
3083,1,0,0,0,0,0,0,0,1
308,1,0,0,0,0,1,0,0,1
3085,0,0,1,1,1,1,1,0,0
3091,0,1,1,0,1,1,1,1,0
3092,0,1,1,0,1,1,1,1,0
3093,0,0,0,0,0,0,1,0,1
3094,1,1,1,0,0,1,1,1,1
309,0,0,1,0,1,1,1,1,1
3097,1,0,0,0,0,0,0,0,1
3098,0,1,1,1,0,1,1,1,1
3101,1,0,0,1,0,0,0,0,1
310,1,0,0,1,0,0,0,0,1
3105,1,0,0,1,0,1,0,0,1
3106,1,0,0,0,0,0,0,0,1
3108,0,0,0,1,0,0,0,0,1
3109,0,1,1,0,0,1,1,0,0
3110,1,1,1,0,0,1,1,0,1
311,1,0,0,0,0,1,0,0,1
3112,0,0,0,1,0,0,1,0,1
3113,0,0,0,0,0,0,1,0,1
3114,1,0,0,0,0,0,0,0,1
3115,1,1,1,1,0,1,1,1,1
3120,1,0,0,1,0,0,0,0,1
3123,0,1,0,0,0,0,1,0,1
312,0,0,0,0,0,1,1,0,1
3128,0,0,1,1,1,1,1,0,1
3133,0,1,1,0,1,0,1,0,1
3137,0,0,0,1,0,0,0,0,1
3138,0,0,0,1,0,0,0,0,1
3140,0,1,1,0,0,1,1,0,1
314,1,0,1,1,0,0,1,0,1
3144,0,1,1,0,0,1,1,1,0
3147,0,1,1,1,0,1,1,1,0
3148,0,0,0,0,0,0,1,0,1
3149,1,0,1,0,0,1,1,1,1
3150,0,1,1,1,1,1,1,0,0
315,1,0,0,1,0,0,0,0,1
3152,0,0,1,0,0,0,1,0,1
3157,1,0,0,1,0,0,0,0,1
3158,0,0,0,1,0,0,0,0,1
3159,1,0,1,0,0,1,1,0,0
3160,1,1,1,0,0,0,1,0,1
3163,1,0,1,1,0,1,1,0,1
3167,1,1,1,0,0,0,1,0,1
3168,1,0,0,0,0,0,0,0,1
3169,1,0,0,0,0,0,0,0,1
3170,0,1,1,0,1,1,1,0,0
3173,1,0,0,1,0,1,0,0,1
3175,0,0,0,1,0,1,1,0,1
317,1,1,1,0,0,1,0,0,1
3176,0,0,0,1,0,1,0,0,1
3177,0,0,0,1,0,1,1,0,1
3179,0,1,1,0,1,1,1,1,0
3180,1,0,0,0,0,0,0,0,1
3187,0,0,0,0,0,0,0,0,1
3189,0,1,1,0,0,1,1,1,1
3191,0,1,1,0,1,1,1,0,0
319,0,0,0,1,0,0,1,0,1
3196,0,1,1,1,1,1,1,1,0
3198,1,0,0,0,0,0,1,0,1
3201,1,0,0,1,0,0,0,0,1
3202,1,0,1,0,0,1,1,0,1
3203,0,1,1,1,1,1,1,0,0
320,0,0,0,0,0,0,1,0,1
3204,1,0,0,0,0,0,0,0,1
3205,1,1,1,0,0,1,1,1,1
3206,0,1,1,1,1,1,1,1,0
3207,0,0,0,1,0,0,0,0,1
3208,0,1,1,1,1,1,1,0,1
3211,1,0,1,1,0,1,1,0,1
3212,0,1,1,0,0,1,1,1,1
3214,0,0,0,0,0,0,1,0,1
3216,0,1,0,0,0,1,1,1,0
3217,0,1,1,0,1,1,1,1,0
3218,0,0,1,1,1,1,1,1,1
3222,0,0,0,0,0,1,1,0,1
3226,0,1,1,0,1,1,1,1,1
322,0,1,1,1,0,1,1,1,0
3229,1,0,0,0,0,0,0,0,1
3230,0,1,1,1,1,1,1,0,0
3232,0,1,1,0,1,1,1,1,0
3235,0,1,1,0,1,1,1,0,1
3237,1,0,0,1,0,0,0,0,1
3240,0,1,1,1,1,1,1,0,0
3241,0,0,0,1,0,0,0,0,1
3242,1,0,1,0,0,0,1,0,1
32,0,0,0,1,0,1,0,0,0
3248,0,1,1,1,1,1,1,1,0
3249,0,1,1,1,1,1,1,1,0
3250,0,1,0,0,1,1,1,1,1
3253,0,1,1,1,0,1,1,1,0
3255,0,0,0,1,0,0,0,0,1
3257,1,0,0,1,0,0,0,0,1
3258,0,1,1,1,0,1,1,1,0
3261,0,1,1,1,0,1,1,1,1
3262,0,0,0,1,0,1,1,0,1
3263,0,0,0,0,0,0,0,0,1
3264,0,0,0,1,0,0,1,0,1
3268,0,1,1,0,1,1,1,0,0
3271,0,0,1,1,0,1,1,0,1
3274,1,0,0,0,0,0,0,0,1
3275,1,0,0,1,0,0,0,0,1
327,1,0,0,1,0,0,0,0,1
3277,0,1,1,1,1,1,1,0,0
328,1,0,0,1,0,0,0,0,1
3285,1,0,0,0,0,0,1,0,1
3287,0,0,1,0,0,1,1,0,0
3291,0,0,0,0,0,0,1,0,1
3292,0,0,0,0,0,0,1,0,1
3294,1,1,1,0,0,1,0,0,1
3295,0,0,0,1,0,1,1,0,1
3296,0,1,1,0,1,1,1,1,0
3297,0,1,1,0,0,1,1,1,1
3301,1,0,0,0,0,0,0,0,1
3303,0,1,0,0,0,1,1,0,1
3305,0,0,0,1,0,0,1,0,0
3307,0,1,1,0,0,1,1,0,1
3308,0,0,0,0,0,0,0,0,1
3311,0,1,1,1,0,1,1,1,0
3312,0,0,0,0,0,0,1,0,1
3313,0,1,1,0,1,1,1,1,1
3318,0,1,1,1,0,1,1,0,0
3319,0,1,1,1,0,1,1,1,0
3320,0,1,1,0,0,1,1,0,1
3321,0,1,1,1,0,1,1,0,0
3325,1,0,0,0,0,0,0,0,1
3326,0,1,1,1,0,1,1,1,0
3327,0,1,0,1,1,1,1,0,0
3328,0,1,1,1,1,1,1,1,0
3329,1,0,1,1,0,0,1,0,0
3330,0,1,1,1,1,1,1,0,0
333,1,0,0,0,0,0,0,0,0
3337,1,0,0,0,0,0,0,0,1
3339,0,1,1,1,1,1,1,1,0
3341,0,0,1,1,0,1,1,0,0
3342,0,0,0,1,0,0,0,0,1
3343,1,1,0,0,0,0,0,0,1
3347,0,0,0,0,0,0,1,0,1
3348,0,1,1,0,1,1,1,1,0
3350,1,1,1,0,0,1,1,0,1
3352,1,0,0,1,0,0,0,0,1
3353,0,1,1,0,1,1,1,0,0
3354,0,0,1,1,0,0,1,0,1
335,1,0,0,0,0,0,0,0,1
336,0,1,0,1,0,1,1,0,0
3363,0,0,0,1,0,1,0,0,1
3364,1,0,0,0,0,0,0,0,1
3371,0,1,0,0,0,1,1,0,0
337,0,1,1,0,1,1,1,1,0
3374,0,1,1,1,1,1,1,0,0
3375,0,1,1,0,1,1,1,1,0
3376,0,1,1,0,1,1,1,1,0
3377,0,0,0,1,0,1,1,0,0
3380,0,1,1,0,1,1,1,1,1
3382,0,1,1,1,0,1,1,0,0
338,0,0,1,1,0,1,1,0,1
3385,0,0,1,0,1,1,1,0,0
3386,0,1,1,0,1,1,1,1,0
3391,0,1,1,1,1,1,1,1,0
339,1,1,1,0,0,1,1,0,1
3394,1,0,0,1,0,1,0,0,1
3395,0,0,0,1,0,0,0,0,0
3397,0,0,0,1,0,0,0,0,1
3401,1,0,0,0,0,0,0,0,1
340,1,0,0,0,0,1,0,0,1
3403,1,1,1,0,0,1,1,0,1
3404,1,0,0,1,0,1,0,0,1
3405,0,0,0,1,0,0,1,0,1
3407,0,1,1,0,1,1,1,1,0
3409,0,1,1,1,1,1,1,0,0
3410,0,1,1,1,1,1,1,0,0
3412,1,1,1,0,0,1,1,0,1
3414,1,0,1,1,0,0,0,0,1
3416,1,0,0,0,0,1,1,0,1
3417,0,0,0,0,0,0,1,0,1
3418,0,1,1,1,1,1,1,1,0
3419,0,1,1,0,0,1,1,1,1
342,1,1,1,0,0,1,1,0,1
3421,0,0,0,1,0,0,0,0,1
3422,0,0,0,0,0,0,1,0,0
3423,1,1,0,1,0,1,1,0,1
